"id","site","title","company","location","date_posted","job_url","is_remote","min_amount","max_amount","currency"
"in-570712d9008e8923","indeed","Sr. Partner Development Manager, Security, DevOps and Observability, Partner Organization","Amazon Web Services","San Francisco, CA, US","2025-10-02","https://www.indeed.com/viewjob?jk=570712d9008e8923",False,133200.0,220200.0,"USD"
"in-60519c731fc9965b","indeed","Sr. Partner Development Manager, Security, DevOps and Observability, Partner Organization","Amazon Web Services","New York, NY, US","2025-10-02","https://www.indeed.com/viewjob?jk=60519c731fc9965b",False,133200.0,220200.0,"USD"
"in-795e54321f35675b","indeed","Sr. Partner Development Manager, Security, DevOps and Observability, Partner Organization","Amazon Web Services","Seattle, WA, US","2025-10-02","https://www.indeed.com/viewjob?jk=795e54321f35675b",False,133200.0,220200.0,"USD"
"in-823456b47c4b2dab","indeed","Sr. Partner Development Manager, Security, DevOps and Observability, Partner Organization","Amazon Web Services","Mountain View, CA, US","2025-10-02","https://www.indeed.com/viewjob?jk=823456b47c4b2dab",False,133200.0,220200.0,"USD"
"in-ea3ac0e81322a163","indeed","Delivery Consultant-DevOps, WWPS ProServe","Amazon Web Services","Denver, CO, US","2025-09-26","https://www.indeed.com/viewjob?jk=ea3ac0e81322a163",True,131300.0,204300.0,"USD"
"in-f8b64cff00c64d3a","indeed","Delivery Consultant-DevOps, WWPS ProServe","Amazon Web Services","Jessup, MD, US","2025-09-26","https://www.indeed.com/viewjob?jk=f8b64cff00c64d3a",True,131300.0,204300.0,"USD"
"in-9ed3df06d3e45943","indeed","Delivery Consultant-DevOps, WWPS ProServe","Amazon Web Services","Arlington, VA, US","2025-09-26","https://www.indeed.com/viewjob?jk=9ed3df06d3e45943",True,131300.0,204300.0,"USD"
"in-a8ace4b060cf2db4","indeed","Delivery Consultant-DevOps, WWPS ProServe","Amazon Web Services","Herndon, VA, US","2025-09-26","https://www.indeed.com/viewjob?jk=a8ace4b060cf2db4",True,131300.0,204300.0,"USD"
"in-798d30ea1649eaf6","indeed","Principal Delivery Consultant - DevOps, WWPS ProServe","Amazon Web Services","Annapolis Junction, MD, US","2025-09-25","https://www.indeed.com/viewjob?jk=798d30ea1649eaf6",False,164500.0,284300.0,"USD"
"in-cf02a586e9834bbe","indeed","Principal Delivery Consultant - DevOps, WWPS ProServe","Amazon Web Services","Jessup, MD, US","2025-09-25","https://www.indeed.com/viewjob?jk=cf02a586e9834bbe",False,164500.0,284300.0,"USD"
"in-fad897a8d20906a3","indeed","Senior Site Reliability Engineer","Cvent","Tysons Corner, VA, US","2025-09-24","https://www.indeed.com/viewjob?jk=fad897a8d20906a3",True,"","",""
"in-52c4deea3ade65bc","indeed","Delivery Consultant - DevOps, ProServe, SDT-NAMER-DevOps","Amazon Web Services","San Francisco, CA, US","2025-09-19","https://www.indeed.com/viewjob?jk=52c4deea3ade65bc",False,118200.0,204300.0,"USD"
"in-4b85c4d686b877d7","indeed","Delivery Consultant - DevOps, ProServe, SDT-NAMER-DevOps","Amazon Web Services","Seattle, WA, US","2025-09-19","https://www.indeed.com/viewjob?jk=4b85c4d686b877d7",False,118200.0,204300.0,"USD"
"in-82b8c3ad00355ef7","indeed","Delivery Consultant - DevOps, ProServe, SDT-NAMER-DevOps","Amazon Web Services","Atlanta, GA, US","2025-09-19","https://www.indeed.com/viewjob?jk=82b8c3ad00355ef7",False,118200.0,204300.0,"USD"
"in-fa7a3c14c2dbba66","indeed","Delivery Consultant - DevOps, ProServe, SDT-NAMER-DevOps","Amazon Web Services","New York, NY, US","2025-09-19","https://www.indeed.com/viewjob?jk=fa7a3c14c2dbba66",False,118200.0,204300.0,"USD"
"in-49e88809b0ad69ea","indeed","Delivery Consultant - DevOps, ProServe, SDT-NAMER-DevOps","Amazon Web Services","Arlington, VA, US","2025-09-19","https://www.indeed.com/viewjob?jk=49e88809b0ad69ea",False,118200.0,204300.0,"USD"
"in-f73e8d9d03136f6d","indeed","Delivery Consultant - DevOps, ProServe, SDT-NAMER-DevOps","Amazon Web Services","Chicago, IL, US","2025-09-19","https://www.indeed.com/viewjob?jk=f73e8d9d03136f6d",False,118200.0,204300.0,"USD"
"in-ec8f0531f3fd9319","indeed","Delivery Consultant - DevOps, ProServe, SDT-NAMER-DevOps","Amazon Web Services","Dallas, TX, US","2025-09-19","https://www.indeed.com/viewjob?jk=ec8f0531f3fd9319",False,118200.0,204300.0,"USD"
"in-55c7c3d37c3ea2cd","indeed","Delivery Consultant - DevOps, ProServe, SDT-NAMER-DevOps","Amazon Web Services","Austin, TX, US","2025-09-19","https://www.indeed.com/viewjob?jk=55c7c3d37c3ea2cd",False,118200.0,204300.0,"USD"
"in-3145a0d5f1a909b7","indeed","Delivery Consultant - DevOps, ProServe, SDT-NAMER-DevOps","Amazon Web Services","Boston, MA, US","2025-09-19","https://www.indeed.com/viewjob?jk=3145a0d5f1a909b7",False,118200.0,204300.0,"USD"
"in-457799b42e941617","indeed","Software Development Engineer II, AWS Security SecDevOps","Amazon.com","Arlington, VA, US","2025-09-11","https://www.indeed.com/viewjob?jk=457799b42e941617",False,129300.0,223600.0,"USD"
"in-4d5773d83976be51","indeed","Software Development Engineer II, AWS Security SecDevOps","Amazon.com","Herndon, VA, US","2025-09-11","https://www.indeed.com/viewjob?jk=4d5773d83976be51",False,129300.0,223600.0,"USD"
"in-46ac4ab0ef8f57b9","indeed","Delivery Consultant - DevOps, WWPS ProServe FedFin","Amazon Web Services","Arlington, VA, US","2025-08-07","https://www.indeed.com/viewjob?jk=46ac4ab0ef8f57b9",False,118200.0,204300.0,"USD"
"in-c794c5b6b5e3f836","indeed","Delivery Consultant - DevOps, WWPS ProServe FedFin","Amazon Web Services","Dallas, TX, US","2025-08-07","https://www.indeed.com/viewjob?jk=c794c5b6b5e3f836",False,118200.0,204300.0,"USD"
"in-d77a88a217561e00","indeed","Delivery Consultant - DevOps, WWPS ProServe FedFin","Amazon Web Services","Herndon, VA, US","2025-08-07","https://www.indeed.com/viewjob?jk=d77a88a217561e00",False,118200.0,204300.0,"USD"
"in-770c2c70f4e181b8","indeed","Senior Delivery Consultant, SDT-NAMER-DevOps","Amazon Web Services","Arlington, VA, US","2025-08-01","https://www.indeed.com/viewjob?jk=770c2c70f4e181b8",False,138200.0,239000.0,"USD"
"in-9c919b9cf8e1b4cf","indeed","Senior Delivery Consultant, SDT-NAMER-DevOps","Amazon Web Services","San Francisco, CA, US","2025-08-01","https://www.indeed.com/viewjob?jk=9c919b9cf8e1b4cf",False,138200.0,239000.0,"USD"
"in-34173f8b0bfa7894","indeed","Senior Delivery Consultant, SDT-NAMER-DevOps","Amazon Web Services","Boston, MA, US","2025-08-01","https://www.indeed.com/viewjob?jk=34173f8b0bfa7894",False,138200.0,239000.0,"USD"
"in-5276297bb32172f4","indeed","Senior Delivery Consultant, SDT-NAMER-DevOps","Amazon Web Services","New York, NY, US","2025-08-01","https://www.indeed.com/viewjob?jk=5276297bb32172f4",False,138200.0,239000.0,"USD"
"in-7866484387f477f6","indeed","Senior Delivery Consultant, SDT-NAMER-DevOps","Amazon Web Services","Dallas, TX, US","2025-08-01","https://www.indeed.com/viewjob?jk=7866484387f477f6",False,138200.0,239000.0,"USD"
"in-f4befda90bb259a9","indeed","Senior Delivery Consultant, SDT-NAMER-DevOps","Amazon Web Services","Austin, TX, US","2025-08-01","https://www.indeed.com/viewjob?jk=f4befda90bb259a9",False,138200.0,239000.0,"USD"
"in-2345e54dcbe48ab7","indeed","Senior Delivery Consultant, SDT-NAMER-DevOps","Amazon Web Services","Atlanta, GA, US","2025-08-01","https://www.indeed.com/viewjob?jk=2345e54dcbe48ab7",False,138200.0,239000.0,"USD"
"in-5fcda286e4631102","indeed","Senior Delivery Consultant, SDT-NAMER-DevOps","Amazon Web Services","Chicago, IL, US","2025-08-01","https://www.indeed.com/viewjob?jk=5fcda286e4631102",False,138200.0,239000.0,"USD"
"in-fcbca1d7903c3ce1","indeed","Senior Delivery Consultant, SDT-NAMER-DevOps","Amazon Web Services","Seattle, WA, US","2025-08-01","https://www.indeed.com/viewjob?jk=fcbca1d7903c3ce1",False,138200.0,239000.0,"USD"
"in-6d7c81b90ad6b056","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Boston, MA, US","2025-08-01","https://www.indeed.com/viewjob?jk=6d7c81b90ad6b056",False,138200.0,239000.0,"USD"
"in-8a22e5ef7f9fee4e","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","New York, NY, US","2025-08-01","https://www.indeed.com/viewjob?jk=8a22e5ef7f9fee4e",False,138200.0,239000.0,"USD"
"in-3ceab571bb0de878","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","San Francisco, CA, US","2025-08-01","https://www.indeed.com/viewjob?jk=3ceab571bb0de878",False,138200.0,239000.0,"USD"
"in-4a9ab7ad4a128270","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Herndon, VA, US","2025-08-01","https://www.indeed.com/viewjob?jk=4a9ab7ad4a128270",False,138200.0,239000.0,"USD"
"in-28ebe1a54f4b738f","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Chicago, IL, US","2025-08-01","https://www.indeed.com/viewjob?jk=28ebe1a54f4b738f",False,138200.0,239000.0,"USD"
"in-2ac6ddd23e8515b1","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Seattle, WA, US","2025-08-01","https://www.indeed.com/viewjob?jk=2ac6ddd23e8515b1",False,138200.0,239000.0,"USD"
"in-085fc0c46c156382","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Dallas, TX, US","2025-08-01","https://www.indeed.com/viewjob?jk=085fc0c46c156382",False,138200.0,239000.0,"USD"
"in-6ada073aece260c5","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Arlington, VA, US","2025-08-01","https://www.indeed.com/viewjob?jk=6ada073aece260c5",False,138200.0,239000.0,"USD"
"in-3b3bde258cc9ba55","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Atlanta, GA, US","2025-08-01","https://www.indeed.com/viewjob?jk=3b3bde258cc9ba55",False,138200.0,239000.0,"USD"
"in-763c85ce9c7cb86f","indeed","Delivery Consultant-DevOps, WWPS ProServe FedFin","Amazon Web Services","Dallas, TX, US","2025-07-23","https://www.indeed.com/viewjob?jk=763c85ce9c7cb86f",False,118200.0,204300.0,"USD"
"in-c77a7da3f5e4afde","indeed","Delivery Consultant-DevOps, WWPS ProServe FedFin","Amazon Web Services","Arlington, VA, US","2025-07-23","https://www.indeed.com/viewjob?jk=c77a7da3f5e4afde",False,118200.0,204300.0,"USD"
"in-4642c94721de5abd","indeed","Delivery Consultant-DevOps, WWPS ProServe FedFin","Amazon Web Services","Herndon, VA, US","2025-07-23","https://www.indeed.com/viewjob?jk=4642c94721de5abd",False,118200.0,204300.0,"USD"
"in-f142fd1ca048564f","indeed","Delivery Consultant-DevOps, WWPS ProServe FedFin","Amazon Web Services","Arlington, VA, US","2025-07-23","https://www.indeed.com/viewjob?jk=f142fd1ca048564f",False,118200.0,204300.0,"USD"
"in-78411a6e92c9e640","indeed","Delivery Consultant-DevOps, WWPS ProServe FedFin","Amazon Web Services","Dallas, TX, US","2025-07-23","https://www.indeed.com/viewjob?jk=78411a6e92c9e640",False,118200.0,204300.0,"USD"
"in-6f46af3a75e08e18","indeed","Delivery Consultant-DevOps, WWPS ProServe FedFin","Amazon Web Services","Herndon, VA, US","2025-07-23","https://www.indeed.com/viewjob?jk=6f46af3a75e08e18",False,118200.0,204300.0,"USD"
"in-7402ac07113ecc98","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Chicago, IL, US","2025-07-22","https://www.indeed.com/viewjob?jk=7402ac07113ecc98",False,138200.0,239000.0,"USD"
"in-bf766e5aa951770d","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","New York, NY, US","2025-07-22","https://www.indeed.com/viewjob?jk=bf766e5aa951770d",False,138200.0,239000.0,"USD"
"in-e7cc4954c3b59f86","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Austin, TX, US","2025-07-22","https://www.indeed.com/viewjob?jk=e7cc4954c3b59f86",False,138200.0,239000.0,"USD"
"in-0ddedd1979f6bad5","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Arlington, VA, US","2025-07-22","https://www.indeed.com/viewjob?jk=0ddedd1979f6bad5",False,138200.0,239000.0,"USD"
"in-5cc1a7b2348c1e86","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","San Francisco, CA, US","2025-07-22","https://www.indeed.com/viewjob?jk=5cc1a7b2348c1e86",False,138200.0,239000.0,"USD"
"in-4447261864ff5917","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Herndon, VA, US","2025-07-22","https://www.indeed.com/viewjob?jk=4447261864ff5917",False,138200.0,239000.0,"USD"
"in-6a25837a2e58c8bf","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Atlanta, GA, US","2025-07-22","https://www.indeed.com/viewjob?jk=6a25837a2e58c8bf",False,138200.0,239000.0,"USD"
"in-2d7081c3d0ed1e66","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Dallas, TX, US","2025-07-22","https://www.indeed.com/viewjob?jk=2d7081c3d0ed1e66",False,138200.0,239000.0,"USD"
"in-1de0f5d6097a8e01","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Seattle, WA, US","2025-07-22","https://www.indeed.com/viewjob?jk=1de0f5d6097a8e01",False,138200.0,239000.0,"USD"
"in-3a4078e50d3ea7ba","indeed","Delivery Consultant - DevOps, AWS Professional Services","Amazon Web Services","San Francisco, CA, US","2025-07-18","https://www.indeed.com/viewjob?jk=3a4078e50d3ea7ba",False,118200.0,204300.0,"USD"
"in-c1d2a9da1e382cfc","indeed","Delivery Consultant - DevOps, AWS Professional Services","Amazon Web Services","Dallas, TX, US","2025-07-18","https://www.indeed.com/viewjob?jk=c1d2a9da1e382cfc",False,118200.0,204300.0,"USD"
"in-aabf7f5a3e1d30ee","indeed","Delivery Consultant - DevOps, AWS Professional Services","Amazon Web Services","Seattle, WA, US","2025-07-18","https://www.indeed.com/viewjob?jk=aabf7f5a3e1d30ee",False,118200.0,204300.0,"USD"
"in-2bb1ab471eae874a","indeed","Delivery Consultant - DevOps, AWS Professional Services","Amazon Web Services","Atlanta, GA, US","2025-07-18","https://www.indeed.com/viewjob?jk=2bb1ab471eae874a",False,118200.0,204300.0,"USD"
"in-b0c372c2dc59e215","indeed","Delivery Consultant - DevOps, AWS Professional Services","Amazon Web Services","Herndon, VA, US","2025-07-18","https://www.indeed.com/viewjob?jk=b0c372c2dc59e215",False,118200.0,204300.0,"USD"
"in-0ca4945fb96e2168","indeed","Delivery Consultant - DevOps, AWS Professional Services","Amazon Web Services","New York, NY, US","2025-07-18","https://www.indeed.com/viewjob?jk=0ca4945fb96e2168",False,118200.0,204300.0,"USD"
"in-2c4d2066bed4c191","indeed","Delivery Consultant - DevOps, AWS Professional Services","Amazon Web Services","Chicago, IL, US","2025-07-18","https://www.indeed.com/viewjob?jk=2c4d2066bed4c191",False,118200.0,204300.0,"USD"
"in-9492fcd49fbdc89f","indeed","Delivery Consultant - DevOps, AWS Professional Services","Amazon Web Services","Austin, TX, US","2025-07-18","https://www.indeed.com/viewjob?jk=9492fcd49fbdc89f",False,118200.0,204300.0,"USD"
"in-bcfe2ad7f4b8f381","indeed","Delivery Consultant - DevOps, AWS Professional Services","Amazon Web Services","Nashville, TN, US","2025-07-18","https://www.indeed.com/viewjob?jk=bcfe2ad7f4b8f381",False,118200.0,204300.0,"USD"
"in-b774750b4c029da4","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","San Francisco, CA, US","2025-07-16","https://www.indeed.com/viewjob?jk=b774750b4c029da4",False,138200.0,239000.0,"USD"
"in-c4930bb21c3f8b92","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Chicago, IL, US","2025-07-16","https://www.indeed.com/viewjob?jk=c4930bb21c3f8b92",False,138200.0,239000.0,"USD"
"in-10e7b024056b15de","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Austin, TX, US","2025-07-16","https://www.indeed.com/viewjob?jk=10e7b024056b15de",False,138200.0,239000.0,"USD"
"in-5056e33a4fdae091","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Boston, MA, US","2025-07-16","https://www.indeed.com/viewjob?jk=5056e33a4fdae091",False,138200.0,239000.0,"USD"
"in-e6b4ab1beb56d7fe","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Arlington, VA, US","2025-07-16","https://www.indeed.com/viewjob?jk=e6b4ab1beb56d7fe",False,138200.0,239000.0,"USD"
"in-a71db7b19c7b99c3","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Atlanta, GA, US","2025-07-16","https://www.indeed.com/viewjob?jk=a71db7b19c7b99c3",False,138200.0,239000.0,"USD"
"in-8fee69177d799426","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Seattle, WA, US","2025-07-16","https://www.indeed.com/viewjob?jk=8fee69177d799426",False,138200.0,239000.0,"USD"
"in-cc56bf7e86321744","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","Dallas, TX, US","2025-07-16","https://www.indeed.com/viewjob?jk=cc56bf7e86321744",False,138200.0,239000.0,"USD"
"in-6a342fa25c41574b","indeed","Senior Delivery Consultant - DevOps , Professional Services","Amazon Web Services","New York, NY, US","2025-07-16","https://www.indeed.com/viewjob?jk=6a342fa25c41574b",False,138200.0,239000.0,"USD"
"in-8082fc72dc8f7ac2","indeed","Delivery Consultant - DevOps, AWS Professional Services","Amazon Web Services","Dallas, TX, US","2025-06-11","https://www.indeed.com/viewjob?jk=8082fc72dc8f7ac2",False,118200.0,204300.0,"USD"
"in-6bd134b06a084b06","indeed","Delivery Consultant - DevOps, AWS Professional Services","Amazon Web Services","Chicago, IL, US","2025-06-11","https://www.indeed.com/viewjob?jk=6bd134b06a084b06",False,118200.0,204300.0,"USD"
"in-9ccf05238fe1cd8f","indeed","Delivery Consultant - DevOps, AWS Professional Services","Amazon Web Services","Arlington, VA, US","2025-06-11","https://www.indeed.com/viewjob?jk=9ccf05238fe1cd8f",False,118200.0,204300.0,"USD"
"in-ee22156b85296ba9","indeed","Delivery Consultant - DevOps, AWS Professional Services","Amazon Web Services","Seattle, WA, US","2025-06-11","https://www.indeed.com/viewjob?jk=ee22156b85296ba9",False,118200.0,204300.0,"USD"
"in-00439df6c78254a1","indeed","Delivery Consultant - DevOps, AWS Professional Services","Amazon Web Services","Austin, TX, US","2025-06-11","https://www.indeed.com/viewjob?jk=00439df6c78254a1",False,118200.0,204300.0,"USD"
"in-9f174f0aacaaa744","indeed","Delivery Consultant - DevOps, AWS Professional Services","Amazon Web Services","Herndon, VA, US","2025-06-11","https://www.indeed.com/viewjob?jk=9f174f0aacaaa744",False,118200.0,204300.0,"USD"
"in-6f5594672f9407d4","indeed","Delivery Consultant - DevOps, WWPS ProServe","Amazon Web Services","Dallas, TX, US","2025-04-16","https://www.indeed.com/viewjob?jk=6f5594672f9407d4",False,118200.0,204300.0,"USD"
"in-77e3b3edead30ecf","indeed","Delivery Consultant - DevOps, WWPS ProServe","Amazon Web Services","Herndon, VA, US","2025-04-16","https://www.indeed.com/viewjob?jk=77e3b3edead30ecf",False,118200.0,204300.0,"USD"
"in-fe64d8e5b0cdc0aa","indeed","Delivery Consultant - DevOps, WWPS ProServe","Amazon Web Services","Arlington, VA, US","2025-04-16","https://www.indeed.com/viewjob?jk=fe64d8e5b0cdc0aa",False,118200.0,204300.0,"USD"
"in-26fbd629c7e55aff","indeed","Systems Development Engineer II , Corporate Infrastructure Tools and Engineering","Amazon.com","Seattle, WA, US","2025-02-27","https://www.indeed.com/viewjob?jk=26fbd629c7e55aff",False,116300.0,201200.0,"USD"
"in-076665f7211f710e","indeed","Systems Development Engineer II , Corporate Infrastructure Tools and Engineering","Amazon.com","Arlington, VA, US","2025-02-27","https://www.indeed.com/viewjob?jk=076665f7211f710e",False,116300.0,201200.0,"USD"
"li-4335469437","linkedin","Dev Ops Manager","Mayvue","Pittsburgh, PA","2025-11-12","https://www.linkedin.com/jobs/view/4335469437",False,"","",""
"li-4322122319","linkedin","Senior DevOps Engineer (Cloud)","The Amatriot Group","Annapolis Junction, MD","2025-11-12","https://www.linkedin.com/jobs/view/4322122319",False,"","",""
"li-4297195791","linkedin","DevOps Engineer","V-Soft Consulting Group, Inc.","Plano, TX","2025-11-12","https://www.linkedin.com/jobs/view/4297195791",False,"","",""
"li-4288609939","linkedin","DevOps and Cloud Systems Engineer","Champions Group Holdings","Brea, CA","2025-11-12","https://www.linkedin.com/jobs/view/4288609939",False,"","",""
"li-4321878415","linkedin","AWS DevSecOps Engineer (Remote Opportunity)","VetsEZ","Washington, DC","2025-11-12","https://www.linkedin.com/jobs/view/4321878415",True,"","",""
"li-4322016684","linkedin","Head of DevOps","Primis","","2025-11-11","https://www.linkedin.com/jobs/view/4322016684",False,"","",""
"li-4335361111","linkedin","React Developer","TriCom Technical Services","Kansas City, MO","2025-11-11","https://www.linkedin.com/jobs/view/4335361111",False,"","",""
"li-4305345576","linkedin","DevOps Engineer","Cutsforth","","2025-11-11","https://www.linkedin.com/jobs/view/4305345576",False,"","",""
"li-4335585851","linkedin","DevOps Engineer","hackajob","Jersey City, NJ","2025-11-11","https://www.linkedin.com/jobs/view/4335585851",False,"","",""
"li-4335427083","linkedin","DevOps Engineer","Oddball","","2025-11-11","https://www.linkedin.com/jobs/view/4335427083",False,"","",""
"li-4321996458","linkedin","Software Engineer, Frontend","Wealthfront","Seattle, WA","2025-11-11","https://www.linkedin.com/jobs/view/4321996458",False,"","",""
"li-4339934588","linkedin","Data Engineer","Prestige Staffing","Houston, TX","2025-11-11","https://www.linkedin.com/jobs/view/4339934588",False,"","",""
"li-4321886768","linkedin","Software Engineer, Frontend","Wealthfront","New York, NY","2025-11-11","https://www.linkedin.com/jobs/view/4321886768",False,"","",""
"li-4339964781","linkedin","Head of IT - $120K","Oliver Bernard","New York, United States","2025-11-11","https://www.linkedin.com/jobs/view/4339964781",False,"","",""
"li-4321885957","linkedin","Devops Engineer","PDG Consulting","New York, NY","2025-11-11","https://www.linkedin.com/jobs/view/4321885957",False,"","",""
"li-4321917557","linkedin","Software Engineer/Developer","DLRdmv®","Dallas, TX","2025-11-11","https://www.linkedin.com/jobs/view/4321917557",False,"","",""
"li-4317518160","linkedin","Associate DevOps Engineer","Momentus Technologies","St Louis, MO","2025-11-11","https://www.linkedin.com/jobs/view/4317518160",False,"","",""
"li-4335487514","linkedin","DevOps Engineer","Wonder","New York, NY","2025-11-11","https://www.linkedin.com/jobs/view/4335487514",False,"","",""
"li-4306625790","linkedin","Sr. DevOps Engineer - Pre-IPO Tech Leader","Andiamo","New York, NY","2025-11-11","https://www.linkedin.com/jobs/view/4306625790",False,"","",""
"li-4335383096","linkedin","Data Engineer( Python/streamlit/Snowflake)","Capgemini","New York, United States","2025-11-11","https://www.linkedin.com/jobs/view/4335383096",False,"","",""
"li-4335436841","linkedin","GenAI & AI/ML Engineering Intern","Sandisk","Milpitas, CA","2025-11-11","https://www.linkedin.com/jobs/view/4335436841",False,"","",""
"li-4339934275","linkedin","Big Data Platform Engineer","Veracity Software Inc","Charlotte, NC","2025-11-11","https://www.linkedin.com/jobs/view/4339934275",False,"","",""
"li-4335480888","linkedin","DevOps Software Engineer (IaC, CI/CD, HPC Systems) - Fully Cleared","Intelliforce-IT Solutions Group, LLC.","Annapolis Junction, MD","2025-11-11","https://www.linkedin.com/jobs/view/4335480888",False,"","",""
"li-4335441427","linkedin","Data Engineer I","First Citizens Bank","Texas, United States","2025-11-11","https://www.linkedin.com/jobs/view/4335441427",False,"","",""
"li-4335472020","linkedin","AI/ML Engineer 2","Onyx Point, LLC.","Hanover, MD","2025-11-11","https://www.linkedin.com/jobs/view/4335472020",False,"","",""
"li-4335455390","linkedin","DevOps Engineer","PCR Digital | B Corp™","New York, NY","2025-11-11","https://www.linkedin.com/jobs/view/4335455390",False,"","",""
"li-4335050123","linkedin","DevOps Administrator","Bespoke Technologies, Inc.","Reston, VA","2025-11-10","https://www.linkedin.com/jobs/view/4335050123",False,"","",""
"li-4339611200","linkedin","DevOps Engineer I (Remote - US)","Jobgether","","2025-11-10","https://www.linkedin.com/jobs/view/4339611200",True,"","",""
"li-4339742181","linkedin","AWS St Data Engineer","InterEx Group","New York, United States","2025-11-10","https://www.linkedin.com/jobs/view/4339742181",False,"","",""
"li-4335146116","linkedin","Senior Associate Data Platform","Fortitude Re","","2025-11-10","https://www.linkedin.com/jobs/view/4335146116",False,"","",""
"li-4339740464","linkedin","DevOps Engineer (Remote - US)","Jobgether","","2025-11-10","https://www.linkedin.com/jobs/view/4339740464",True,"","",""
